X,Y,OBJECTID,ACCPRKID,STREET_NAME,FROM_STR,TO_STR,NUMSPOTS,DURATION,QUALIFIER,STATUS,COMMENTS,DIRECTION,ADJSURFMAT,OBSTRUCT,LOC_HILL,ADDDATE,MODDATE,SDATE,SOURCE,SACC
-63.60176744,44.66197319,11028,AP33,KANE ST,AGRICOLA ST,ISLEVILLE ST,1,No Time Restriction,,In Service,,Northeast,Grass,Yes,No,2019-10-09T16:32:31.000Z,2019-11-11T23:57:38.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.61321476,44.66663194,11029,AP31,NORMANDY DR,HIGH ST,ROBIE ST,2,No Time Restriction,,In Service,,Northeast,Concrete,No,No,2019-10-09T16:11:06.000Z,2020-01-27T14:01:07.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.59656179,44.63720671,11030,AP47,OXFORD ST,COBURG RD,SOUTH ST,3,No Time Restriction,,In Service,,South,Grass,No,No,2019-10-10T18:23:18.000Z,2019-11-11T23:57:38.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.59363936,44.6473517,11031,AP43,QUINGATE PL,QUINPOOL RD,,1,No Time Restriction,,In Service,,North,Concrete,No,No,2019-10-10T15:21:53.000Z,2019-11-11T23:57:38.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.59862491,44.66194861,11032,AP28,KAYE ST,ISLEVILLE ST,GOTTINGEN ST,1,1 Hour,,In Service,,Northeast,Concrete,No,No,2019-10-09T14:59:08.000Z,2019-11-11T23:56:01.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.56621447,44.66745548,11033,AP54,DUNDAS ST,OCHTERLONEY ST,QUEEN ST,1,2 Hour,,In Service,,East,Concrete,No,Yes,2019-10-16T16:07:55.000Z,2019-11-11T23:56:20.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57092748,44.64091225,11034,AP78,BARRINGTON ST,MORRIS ST,HARVEY ST,1,2 Hour,,In Service,,South,Concrete,No,No,2019-10-16T18:04:30.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57690951,44.64292433,11035,AP83,BIRMINGHAM ST,SPRING GARDEN RD,CLYDE ST,1,2 Hour,,In Service,,South,Concrete,Yes,No,2019-10-16T18:33:54.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.56688938,44.66543013,11036,AP61,PORTLAND ST,KING ST,PRINCE ST,1,1 Hour,,In Service,,Southwest,Concrete,Yes,No,2019-10-16T16:20:24.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.56937322,44.66617161,11037,AP66,EDWARD ST,OCHTERLONEY ST,NORTH ST,1,2 Hour,,In Service,,Northwest,Grass,No,Yes,2019-10-16T16:20:24.000Z,2020-01-27T14:17:27.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.5697191,44.66677849,11038,AP62,NORTH ST,KING ST,EDWARD ST,1,No Time Restriction,,In Service,,Northeast,Grass,No,No,2019-10-16T16:20:24.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.56536728,44.66666207,11039,AP59,PORTLAND ST,WENTWORTH ST,DUNDAS ST,1,2 Hour,,In Service,,Northeast,Concrete,No,Yes,2019-10-16T16:20:24.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.56552701,44.66773515,11040,AP57,QUEEN ST,DUNDAS ST,VICTORIA RD,1,No Time Restriction,,In Service,,Northeast,Concrete,Yes,No,2019-10-16T16:20:24.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57402794,44.64572322,11041,AP75,ARGYLE ST,SACKVILLE ST,BLOWERS ST,1,3 Hour,,In Service,,South,Concrete,No,No,2019-10-16T17:44:53.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57560195,44.64881686,11042,AP72,ARGYLE ST,DUKE ST,CARMICHAEL ST,1,2 Hour,,In Service,,South,Concrete,No,No,2019-10-16T17:44:53.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.56720973,44.66481989,11043,AP65,PRINCE ST,PORTLAND ST,ALDERNEY DR,1,2 Hour,,In Service,,Northwest,Concrete,No,No,2019-10-16T16:20:24.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57528971,44.6482002,11044,AP73,ARGYLE ST,DUKE ST,CARMICHAEL ST,1,3 Hour,,In Service,,South,Concrete,No,No,2019-10-16T17:44:53.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.56650046,44.66859775,11045,AP64,VICTORIA RD,OCHTERLONEY ST,PARK AVE,1,2 Hour,,In Service,,Northwest,Concrete,No,Yes,2019-10-16T16:20:24.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57707441,44.63417379,11046,AP123,INGLIS ST,TOWER RD,IVANHOE ST,1,3 Hour,,In Service,,West,Grass,Yes,No,2019-10-18T13:58:21.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58427007,44.64327954,11047,AP205,SUMMER ST,SPRING GARDEN RD,SACKVILLE ST,2,3 Hour,,In Service,,North,Grass,No,No,2019-10-18T13:58:21.000Z,2020-01-27T13:44:41.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.5732017,44.64705679,11048,AP151,GRANVILLE ST,SACKVILLE ST,PRINCE ST,1,No Time Restriction,,In Service,,North,Concrete,No,No,2019-10-18T13:58:21.000Z,2019-11-13T13:52:10.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58959804,44.63613749,11049,AP120,LEMARCHANT ST,SOUTH ST,UNIVERSITY AVE,2,3 Hour,,In Service,,Northwest,Grass,No,No,2019-10-18T13:58:21.000Z,2020-01-27T13:23:07.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58011072,44.62713314,11050,AP106,FRANCKLYN ST,PINE HILL DR,MCCULLOCH CRT,2,No Time Restriction,,In Service,,East,Grass,No,No,2019-10-18T12:59:46.000Z,2020-01-27T13:20:29.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58516559,44.6531836,11051,AP107,GOTTINGEN ST,CUNARD ST,CORNWALLIS ST,2,3 Hour,,In Service,,Southeast,Concrete,No,No,2019-10-18T13:11:34.000Z,2020-01-27T13:21:09.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.61066554,44.66433051,11052,AP113,WELLS ST,ROBIE ST,PRESCOTT ST,1,No Time Restriction,,In Service,,Southwest,Concrete,No,Yes,2019-10-18T17:08:07.000Z,2019-11-11T23:57:38.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57272871,44.64728575,11053,AP142,HOLLIS ST,PRINCE ST,SACKVILLE ST,1,3 Hour,,In Service,,South,Concrete,No,No,2019-10-18T13:58:21.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57691183,44.64756825,11054,AP89,CARMICHAEL ST,BRUNSWICK ST,MARKET ST,4,,6am-6pm Mon-Fri,In Service,,East,Concrete,No,Yes,2019-10-17T15:48:06.000Z,2020-01-27T14:21:12.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57594747,44.64905662,11055,AP101,DUKE ST,ARGYLE ST,ALBEMARLE ST,1,30 minutes,,In Service,,West,Concrete,No,No,2019-10-18T12:30:47.000Z,2019-11-14T12:53:40.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.5840793,44.65235801,11056,AP98,CORNWALLIS ST,CREIGHTON ST,MAITLAND ST,3,3 Hour,Sunday Only,In Service,,Southwest,Concrete,Yes,Yes,2019-10-17T18:12:54.000Z,2019-11-14T13:33:23.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58143504,44.64423239,11057,AP149,SACKVILLE ST,SOUTH PARK ST,SUMMER ST,2,3 Hour,,In Service,,East,Grass,No,No,2019-10-18T13:58:21.000Z,2020-01-27T13:35:08.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58778927,44.64857908,11058,AP94,COGSWELL ST,ROBIE ST,NORTH PARK ST,2,2 Hour,,In Service,,East,Grass,Yes,No,2019-10-17T17:03:30.000Z,2020-01-27T14:24:07.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58843053,44.65341287,11059,AP158,MAYNARD ST ,HARRIS ST,BUDDY DAYE ST,1,No Time Restriction,,In Service,,North,Grass,Yes,No,2019-10-18T13:58:21.000Z,2019-11-11T23:57:38.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.56893639,44.64265088,11060,AP146,LOWER WATER ST,BISHOP ST,MORRIS ST,2,No Time Restriction,,In Service,,South,Concrete,No,Yes,2019-10-18T13:58:21.000Z,2020-01-27T13:34:20.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58913336,44.64004303,11061,AP118,HENRY ST,COBURG RD,BLISS ST,1,No Time Restriction,,In Service,,Northwest,Grass,Yes,No,2019-10-18T13:58:21.000Z,2019-11-11T23:57:38.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.5781827,44.6493321,11062,AP85,BRUNSWICK ST,DUKE ST,COGSWELL ST,2,3 Hour,,In Service,,South,Concrete,No,Yes,2019-10-17T12:03:06.000Z,2019-11-25T14:14:29.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58373177,44.64130001,11063,AP135,SPRING GARDEN RD,SUMMER ST,ABERDEEN TERR,1,1 Hour,,In Service,,West,Concrete,Yes,No,2019-10-18T13:58:21.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.59197804,44.64870338,11064,AP165,WELSFORD ST ,PARKER ST,ROBIE ST,2,No Time Restriction,,In Service,,East,Concrete,Yes,No,2019-10-18T13:58:21.000Z,2020-01-27T13:39:34.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.60277639,44.66037151,11065,AP34,KAYE ST,ROBIE ST,HILFORD ST,3,No Time Restriction,,In Service,,Northeast,Grass,Yes,No,2019-10-09T16:38:06.000Z,2020-01-27T14:01:50.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57859127,44.64239696,11066,AP84,BRENTON ST,SPRING GARDEN RD,CLYDE ST,1,3 Hour,,Out of Service,UNDER CONSTRUCTION,North,Concrete,No,No,2019-10-16T18:51:31.000Z,2019-11-11T23:56:41.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.56804646,44.66443321,11067,AP67,PORTLAND ST,ALDERNEY DR,,1,2 Hour,,In Service,,Southwest,Concrete,Yes,Yes,2019-10-16T16:20:24.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58272313,44.63061145,11068,AP211,ROXTON RD,ROBIE ST,MARLBOROUGH AVE,1,No Time Restriction,,In Service,,Southwest,Concrete,Yes,No,2019-10-21T14:37:24.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58141863,44.64191435,11069,AP207,SPRING GARDEN RD,SOUTH PARK ST,SUMMER ST,3,3 Hour,,In Service,,Southwest,Grass,No,No,2019-10-21T12:27:47.000Z,2020-01-27T13:47:25.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.60130843,44.66336846,11070,AP216,LIVINGSTONE PL,ISLEVILLE ST,NOVALEA DR,1,3 Hour,,In Service,,Northeast,Both Concrete and Grass,No,No,2019-10-21T17:16:12.000Z,2019-11-13T12:22:06.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58988829,44.65748816,11071,AP209,WOOD AVE,NORTH ST,END,1,No Time Restriction,,Pending,,,Grass,No,No,2019-10-21T14:29:38.000Z,2019-11-11T23:57:38.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58208938,44.65212122,11072,AP215,MAITLAND ST,PORTLAND PL,CORNWALLIS ST,1,2 Hour,8am-6pm Mon-Fri,In Service,,North,Concrete,No,No,2019-10-21T16:59:33.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58299619,44.63055077,11073,AP210,ROXTON RD,ROBIE ST,MARLBOROUGH AVE,1,No Time Restriction,,In Service,,Southwest,Concrete,Yes,No,2019-10-21T14:37:39.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58622673,44.65520119,11074,AP214,MAITLAND ST,DIVAS LANE,END,2,No Time Restriction,,In Service,,South,Both Concrete and Grass,No,Yes,2019-10-21T16:29:00.000Z,2019-11-25T14:23:16.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58535036,44.6538902,11075,AP208,PRINCE WILLIAM ST,MAITLAND ST,GOTTINGEN ST,1,3 Hour,,In Service,,Southwest,Concrete,No,Yes,2019-10-21T12:42:12.000Z,2020-01-27T13:47:56.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.59197444,44.64610351,11076,AP212,PEPPERELL ST,ROBIE ST,VERNON ST,1,1 Hour,,In Service,,West,Grass,No,No,2019-10-21T14:59:18.000Z,2019-11-11T23:56:01.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.60170677,44.64662423,11077,AP213,OAK ST,OXFORD ST,KLINE ST,1,No Time Restriction,,Pending,,,Grass,Yes,No,2019-10-21T16:16:39.000Z,2019-11-11T23:57:38.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.59190705,44.64759795,11078,AP225,PARKER ST,WINDSOR ST,WELSFORD ST,3,No Time Restriction,,In Service,Back/Drive in spaces,North,,,No,2020-01-27T15:11:12.000Z,2020-01-27T15:15:54.000Z,2020-01-27T00:00:00.000Z,,Interactive
-63.57203124,44.64334359,11079,AP226,BARRINGTON ST,BISHOP ST,SPRING GARDEN RD,1,No Time Restriction,,In Service,,North,Concrete,No,No,2020-01-27T15:24:59.000Z,2020-01-27T15:26:22.000Z,,,
-63.57212182,44.64353054,11080,AP227,BARRINGTON ST,BISHOP ST,SPRING GARDEN RD,1,3 Hour,,In Service,,North,Concrete,No,No,2020-01-27T15:28:53.000Z,2020-01-27T15:29:57.000Z,2020-01-27T00:00:00.000Z,,Interactive
-63.58020587,44.64970531,11081,AP219,GOTTINGEN ST,BRUNSWICK ST,COGSWELL ST,1,No Time Restriction,,In Service,,North,Concrete,No,No,2019-10-22T13:51:58.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.60519158,44.64779318,11082,AP129,ELM ST,CHEBUCTO RD,OAK ST,1,1 Hour,,In Service,,South,Both Concrete and Grass,Yes,No,2019-10-22T14:09:07.000Z,2019-11-13T12:21:59.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.60060762,44.64770813,11083,AP217,LAWRENCE ST,HARVARD ST,CHEBUCTO LANE,2,3 Hour,,In Service,,Northeast,Both Concrete and Grass,No,No,2019-10-22T12:30:00.000Z,2019-11-13T12:22:04.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57672086,44.63385345,11084,AP218,IVANHOE ST,INGLIS ST,ATLANTIC ST,1,,,In Service,,South,Concrete,No,No,2019-10-22T13:27:56.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57339365,44.64719291,11085,AP224,GRANVILLE ST,SACKVILLE ST,PRINCE ST,1,3 Hour,,In Service,,North,Concrete,No,No,2019-11-13T13:52:23.000Z,2019-11-13T13:54:24.000Z,2019-11-13T00:00:00.000Z,Parking Management,Interactive
-63.56979987,44.63683191,11086,AP228,SMITH ST,BARRINGTON ST,END,1,No Time Restriction,,In Service,,East,Both Concrete and Grass,No,No,2020-02-07T15:16:55.000Z,2020-02-07T15:20:17.000Z,,,
-63.5693175,44.64086785,11087,AP223,HOLLIS ST,SALTER ST,SACKVILLE ST,2,3 Hour,,Out of Service,UNDER CONSTRUCTION,North,Concrete,No,No,2019-10-31T18:22:42.000Z,2019-11-11T23:56:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.54462299,44.66570662,11089,AP71,HASTINGS DR,PRINCE ARTHUR AVE,CLEMENT ST,2,,Sunday Only,In Service,,Southeast,Both Concrete and Grass,No,No,2019-10-16T17:03:18.000Z,2019-11-13T12:22:02.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57674893,44.64316063,11090,AP133,SPRING GARDEN RD,QUEEN ST,BIRMINGHAM ST,2,3 Hour,,In Service,,West,Concrete,Yes,No,2019-10-18T13:58:21.000Z,2020-01-27T13:27:21.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58362262,44.65264563,11091,AP97,CORNWALLIS ST,MAITLAND ST,GOTTINGEN ST,3,3 Hour,,In Service,,Southwest,Concrete,No,Yes,2019-10-17T17:24:43.000Z,2020-01-27T14:24:53.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.5850825,44.63843323,11092,AP136,UNIVERSITY AVE,SUMMER ST,ROBIE ST,3,3 Hour,,In Service,,West,Grass,No,No,2019-10-18T13:58:21.000Z,2020-01-27T13:28:11.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.59838974,44.64367407,11093,AP202,SELDON ST,NORWOOD ST,PEPPERELL ST,1,,Sunday Only,In Service,,North,Grass,Yes,No,2019-10-18T13:58:21.000Z,2020-01-27T13:47:02.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.574189,44.64875112,11094,AP154,GRANVILLE ST,DUKE ST,GEORGE ST,1,2 Hour,,In Service,,North,Concrete,Yes,No,2019-10-18T13:58:21.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58745293,44.63989729,11095,AP93,COBURG RD,EDWARD ST,ROBIE ST,1,No Time Restriction,Sunday Only,In Service,,East,Concrete,Yes,No,2019-10-17T16:25:46.000Z,2020-01-27T14:23:34.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57540452,44.64072412,11096,AP139,MORRIS ST,QUEEN ST,BIRMINGHAM ST,1,No Time Restriction,,In Service,,West,Concrete,No,No,2019-10-18T13:58:21.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58863989,44.63704915,11097,AP203,SEYMOUR ST,SOUTH,UNIVERSITY AVE,1,3 Hour,,In Service,,North,Grass,No,Yes,2019-10-18T13:58:21.000Z,2019-11-15T18:17:55.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58467893,44.63972552,11098,AP96,COLLEGE ST,ROBIE ST,CARLETON ST,2,3 Hour,,In Service,,East,Concrete,Yes,No,2019-10-17T17:22:44.000Z,2020-01-27T14:24:21.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57916648,44.64129795,11099,AP126,SOUTH PARK ST,SPRING GARDEN RD,SACKVILLE ST,1,2 Hour,,In Service,,North,Concrete,Yes,No,2019-10-18T13:58:21.000Z,2019-11-13T13:35:42.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57722127,44.647363,11100,AP86,BRUNSWICK ST,DUKE ST,PRINCE ST,8,,,In Service,,South,Concrete,No,No,2019-10-17T13:33:11.000Z,2020-01-27T14:20:47.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.60011477,44.64208986,11101,AP112,CAMBRIDGE ST,PEPPERELL ST,NORWOOD ST,1,No Time Restriction,,In Service,,North,Grass,No,Yes,2019-10-18T16:00:00.000Z,2019-11-13T12:16:55.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57039456,44.64192784,11102,AP137,MORRIS ST,BARRINGTON ST,HOLLIS ST,1,2 Hour,,In Service,,East,Concrete,No,Yes,2019-10-18T13:58:21.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.57390572,44.64818814,11103,AP153,GRANVILLE ST,GEORGE ST,PRINCE ST,2,2 Hour,,In Service,,North,Concrete,No,No,2019-10-18T13:58:21.000Z,2020-01-27T13:36:06.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.58901939,44.63776853,11104,AP121,SEYMOUR ST,UNIVERSITY AVE,COBURG RD,1,3 Hour,,In Service,,North,Grass,Yes,Yes,2019-10-18T13:58:21.000Z,2020-01-27T13:24:32.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.56645172,44.66548445,11105,AP63,KING ST,PORTLAND ST,ALDERNEY DR,1,No Time Restriction,,In Service,,Northwest,Concrete,Yes,No,2019-10-16T16:20:24.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.566437,44.66822761,11106,AP49,OCHTERLONEY ST,VICTORIA RD,DUNDAS ST,1,3 Hour,,In Service,,Northeast,Concrete,No,No,2019-10-16T14:26:55.000Z,2019-11-13T13:35:43.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
-63.59771114,44.64483368,11107,AP42,PRESTON ST,QUINPOOL RD,PEPPERELL ST,5,,Sunday Only,In Service,,South,Concrete,No,No,2019-10-10T15:14:12.000Z,2019-11-13T12:19:18.000Z,2019-09-30T00:00:00.000Z,Traffic Services,Interactive
